,story_id,story,gpt_response_content,measurement
171,1367,"Today I was talking with a friend in school. Beside him were two of his friends from his class. We were waiting for a teacher to bring a ball so we could hoop a little before I went home. 

But there was this girl beside him who was one of his mates. During the conversation with me and my friend, she kept looking at me weirdly and then looking away when I looked back. In a weird way. Almost staring at me. 

When I said bye and turned my back, she started talking. And it felt like she was talking negatively about me behind my back. She was so awkward, the whole way through as I was talking with my friend. 

I had this sudden feeling of anger and hatred just rising within me. And many fantasies of killing her slowly popped up in my head. I had an overwhelming amount of hatred. I have never felt so angry and hateful towards someone for looking at me weirdly. 

It stuck with me in my head until all the way home. I stopped and tried to observe why I felt this way. But I couldn't understand. Worse things have happened in my life and I felt more passive about it. But this... It nearly ruined my whole day and I couldn't stop thinking about it.",3,3
172,1369,"I joined in 2013 right outta high school and left literally 2 days ago. The Army sucked, in fact it sucked a lot. I was initially an 88M but then reclassed to 25Q in 2017 and then did basically nothing. 

I got a lot of stupid stories I can share, but the basic thing is it just feels weird this chapter of my life is over and done with. Also, despite how much it sucked, I don't regret it. I met a ton of awesome people I otherwise wouldn't have, got to go to both Japan and South Korea, and got two degrees - English and Communications - for free. 

My dad tried to talk me into staying for the full 20, but I was just done with it all. I was so tired with it all. On my final final day, I was scheduled for a PT test and decided to take it really just for old times sake and to say goodbye to everyone another time and just chat. 

It was honestly nice to get to say goodbye to everyone again and plus I got a good score on this final PT test that doesn't mean anything lol. I was literally not in the Army anymore on the day I took it which was kinda funny. 

Sad a part is over, but happy as a new chapter in my life is starting. I look forward to what comes next.",2,2
173,137,"I was driving home and I noticed an old dog trying to cross the road. The dog was clearly old by the way it moved and it was not even wearing a collar. I got worried about its safety so I jumped out and got a collar and leash i had in my trunk. The dog seemed friendly enough but they were clearly scared of me and I didn't want to put it in more danger so I kind of shepherded it towards the side of the road. 

From there I was able to approach the dog and get close enough to put a collar and leash on it. The dog had no collar or tags, and it was slightly past 9:30 at night. Thankfully my house was close by so I walked the dog into my garage and gave it some dog treats and water as it looked exhausted. This gave me some time to figure out what I would do next. 

I ended up making a big sign that I could post on the street corner nearby thinking that its owners would be out looking for it. After the dog was refreshed a bit from some food and water I got a new idea. Since I couldn't call animal control at that time of night, I was left with a few options. Keep the dog for the night and call for it to be picked up in the morning. Or put the leash back on the dog and see if it would try to walk its way home. 

I chose the latter so off we went in the dark following the road until we got a few blocks away from where I lived. At this point the dog was trying to turn off of the road into some very dark paths and I was hesitant to go off the beaten path with my new friend. 

At this point a car turned onto the street and pulled into it's driveway, I thought It would be a good chance to ask a neighbor if they had a clue whose dog this was. As luck turns out they knew the dog and pointed me to the home where i's family is and other than an awkward door knocking situation late at night everything went well and I was able to reunite the dog with its family.",2,2
174,1370,"I was abused as a child physically and mentally and have always been a people pleaser. I'm sure it comes from the constant need to win my parents' approval as well as the fear that I would be beaten if I got in trouble. I've been molested as a child by a distant relative we went to visit and have never told anyone because I feel ashamed or that I might get in trouble with my parents. Would they say it's my fault? Would they believe me? All of these things weighing on a 9 year old was a lot so I didn't say anything and just tried to forget it happened. 

In high school I got bullied by teachers at this school I went to. For example, some of my classmates goofed around and somehow I got the blame for not telling on them. Of course I was too scared to go home and tell because I'm sure I would've been told it's my fault. I really was a good student, got along with all my peers, and made some amazing friends whom I'm in touch with still. 

A lot later in life my parents wanted me to get married so I did. My husband is a great guy but his mother is an absolute asshole and our relationship starts to break because of it. I had severe depression and had her constantly picking away at me even more after we have our first baby. We are now on a very low contact basis with her and have moved out. 

Overall I feel I'm just a very bitter person because of everything that's happened and I suppose more than anyone I hate myself for not standing up for me when I should have. I'm at a point in my life where I've set boundaries so people can't overstep them and upset me and I'm not a doormat like I used to be. 

I do have the urge to call my parents and scream at them for how they raised me because my other siblings did not endure the kind of abuse I did but what good would actually come of it? They can't undo it. My husband is really supportive but I haven't told him everything. I feel like it would break his heart and I'm ashamed of some of it too.",3,3
175,1373,"My sister is evil. Her appearance is striking: fake boobs, platinum blonde hair like it's still the year 2000, adorning makeup which is reminiscent of Ursula, and false eyelashes so thick you wonder if they might wiggle away like a caterpillar. Always in pink, and always carrying her cigarettes. When people meet her, she performs the role of a submissive. She's just an innocent stay at home mom. She does not hesitate to ask for help. But it never, ever stops. I now have $15,000 lessons on being grifted. I have also gained friends that were grifted too. There's always a reason she asks for money, but yet she keeps those who help at a distance so we don't actually know where the money goes. She has no shame in asking for money and favors. She progressively escalates over time to see how much she can get out of someone, and disappears the rest of the time. 

Then there's the lying. She is a pathological liar, and I don't say that lightly. For my moms funeral last month, I paid for 100% of it. I told my sister that I wasn't giving her any more money, and that she hurt me a few days before the event. My sister didn't show up to the service, and told everyone there that she believed I would not acknowledge her son there. Her son, who I've been there for since day 1 and had nothing to do with us. She also wished for my mom's death so she could receive inheritance. She's just a total garbage human and it sucks to be related to her.",3,3
176,1374,"I just got a puppy. He's really cute and overall fairly well behaved for only being 2 months old. My mom and little brother love the dog, but he is supposed to be ""my dog"", and I kind of don't want him. I don't know why I feel this way, especially since we've only had him since last week. I feel really bad about it and I don't know what to do about it either. 

I've never had a pet, but I've wanted a dog for a few years now. I really thought I wanted one. I was super happy when we first brought him home and was excited out of my mind for the first few days. He's sleeping in my room, but he's annoying me a lot. ( I get annoyed easily, unfortunately ). He keeps biting my bed and a chair I have in my room that used to be my grandma's. I understand that his teeth are itchy, but he has a ton of toys he could bite. I however have no problems taking him out on walks and whatnot. 

I'm also a naturally messy person, so having a dog and having to keep my room clean at all times is really annoying for me. I am also suspecting that I might have ADD because I have a really hard time cleaning/going to school/and really doing anything even slightly time consuming. 

The thing is also kinda that whenever I'm in school, I have to go home at lunch to take him outside and play with him. This has also complicated things more, so I haven't been in school at all since we got him. And on top of that, I can't really afford to get much more school absence, or I'm going to have to retake a grade (again). I had big problems just getting myself to school before, and now it's just so much harder with him to think about. 

I think I've romanticized the whole ""having a puppy"" thing, unfortunately.",3,3
177,1378,"I've been hanging out with this girl for a few months and we became great friends. There was always some underlying tension between us, but neither of us acted on it. We hung out a couple of times, cuddled, but nothing more. To be honest, I'm not sure what I wanted from her. I guess I just wanted support. I wanted someone to share how I felt with. 

I had recently been through a bad breakup and I was doing everything self destructive I could think of. I wanted affection and comfort but I didn't have the energy to give any of it back. She did. She would always talk to me, help me through the day, comfort me, and encourage me to take care of myself. She would buy me anything I needed for myself, she cooked me homecooked meals. She would constantly check up on me. And to be honest, I was kind of a bad friend. I wasn't as caring and considerate as she was. I didn't really give her much comfort even though I depended on her for her care. 

After trauma dumping on her for a while and doing some inconsiderate things, she started distancing herself from me. I thought that it was always just the fact that she was kind of pretty and giving me the support I needed that made me attracted to her. In my mind, I labeled her as replaceable and a placeholder. 

But she's not that. She's genuinely funny, kind, beautiful, smart, and caring. She's everything a guy could want in a girl, but now she avoids me. I'm still not sure what I want out of this, but I know I made a mistake. And at this point I have no idea how to fix it.",3,3
178,1379,"I don't really know what real life friends are anymore. I had friends in elementary and middle school. I would always talk to them and we would laugh and do stuff together but we would never interact outside of school. After Covid hit most of my friends moved and anyone who stayed doesn't talk to me willingly. I don't understand why. 

Thinking about it I began to realize that they weren't real friends. They were people who I interacted with just to make school bearable. I began to realize that I had no real friends and wouldn't have any for the rest of my school life. People say your high school years are your best years but that hasn't been the case. 

I have become the really quiet kid who literally only spoke if he had to. I actively try to make sure no one knows who I am and hope no one will remember me. I feel empty and can't imagine having friends in real life again. 

I have online friends and have known them for years. They are the best thing to ever happen to me but I don't think I'll ever be able meet them in real life due to real life being a monster, money reasons and me being young. So I'm stuck here wondering if I'm going to be alone. If my online friends will eventually move on and I'll be completely alone. 

I feel I will forget what having friends is like and what a friend is. I can already imagine sitting in a dimly lit apartment and staring at the ceiling, empty, alone, and wondering what the point of everything is. I wouldn't cry though because I am actively losing the ability to. 

I just wonder if I will at least have friends in the future or if I will be completely alone, a shell doing stuff on autopilot.",3,3
179,138,"On Mother's Day of this year, I was told I was going to be a grandmother. My husband and I were having lunch with his daughter and her husband when she told us. We were at my favorite restaurant. My daughter had brought a bouquet of flowers and there was a note attached to them that told me to open the small gift first. 

I opened the gift and there were a pair of pink baby booties. I started smiling and asked her ""is this what I think it means?"" and she replied yes. Well, there were lots of hugs and laughter after that. 

I asked her a million of questions. She told us she was four months pregnant and the baby was a little girl. We talked about names and she told me she couldn't decide on which one - she had two selected. As of today, she has not told us the name. 

I was so excited that day for her and her husband, I could barely eat my lunch. It truly was the most memorable day during the past 6 months for me. I could not think of any other days more exciting than that one. 

Now I am anticipating the birth of the baby and hope to be there when she is born and then that will be the most exciting day for me this year for sure.",3,3
180,1380,"I feel alone. It is so frustrating. I used to be fine with it, but then for some reason I actually started wanting to have a friend. I have nobody. And nobody around me seems interesting enough to me. Life gets boring. And frustrating. 

I am a frustrated person. I want to feel romantic love but I only feel it for my ex, and it is the slightest amount so I cling onto it. I don't know if I'm aromantic or something. It is so frustrating having to chase that feeling. My ex was the only one ever to give me a slight feeling of romance. I do not get crushes. I would never kiss someone, touch makes me cringe. 

But I want the picture perfect life. Nothing will make me stop wanting a wife and family. And my ex is the only one I could possibly have it with. 

I am so lonely and I know it is just messing with my head. Nobody understands me. People think I'm weird and crazy. Everyone does. Nobody is here for me. Nobody knows who I really am. And I feel like I can't relate with anybody all of the time. People frustrate me so much yet I need them to fill some void in me. 

I worry. I distract myself with school, but each day I come home and it's the same. The feeling of dread. I hate myself. I hate everything. 

I've been less timid. Trying to be more approachable looking. It doesn't work. I put myself in situations to talk to people. We don't get past surface level stuff. 

I am trapped in this isolation. It gets me so mad. I am trying. I physically can't speak at times and I have to use hand gestures a lot. I can't speak! What else am I supposed to do?! My voice is wrong when I do manage to speak. It is not expressive or funny. People think I have no emotion and I am so serious. 

I just want to be normal. I am not normal. Something is wrong with me but I don't know what. 

I just want a real friend. I just want my ex back. I hate my life, I hate myself.",3,3
181,1381,"I wasn't really ever that close with my mother. I would see her as a child when I could, because she had diabetes and her mental health was bad. She also had substance issues and a new boyfriend every 3 months. 

One day my grandma gets a call that my mom is in the hospital. That day I decided to not go into her hospital room because I was used to visiting her in the hospital due to her health. I always regret that I didn't go see her. I don't even remember the last time I saw her alive. 

She was in a coma. I was 11 years old when she died. My mom was friends with drug addicts, and what not so I never knew fully how she died. Some of my family members told me it was from heroine. Others say it was her diabetes. I don't even know who was with her when she spoke her last words. 

She died a couple weeks after I just started middle school. I felt so alone. The last time I saw her was in an open casket with 10 pounds of makeup to cover up. 

I was still grieving so I decided to skip her funeral because I was scared.",3,3
182,1386,"All these backhanded compliments like ""wow you look good for 30"" need to go. Nobody ever says things like ""wow you look good for 23"". Why? Because it's expected that you will look good at 23. But apparently as the clock strikes midnight and you turn 30, you are supposed to turn into a rotten pumpkin like that carriage in the Cinderella cartoon. 

We dont live in 1840 anymore. People don't age that quickly and drastically anymore! You are supposed to look young at 30! Because you ARE young at 30. 

Yet every time I see a beautiful 30-year-old woman post a selfie there are always people in the comments acting like they are so surprised she looks good cause of course she is supposed to look like a wrinkly grandma. 

We can't say the rational part of the brain isn't fully developed until age 25 and at the same time act like you get old once you turn 30. Are you saying that I only had 5 years of my life to enjoy the time when I was fully developed but not old yet? Sounds pretty unfair if you ask me. 

If you want to compliment a person, just say ""you look good"". Don't say ""you look good for 30"" just the same way you wouldn't say ""you're funny for a woman"".",3,3
183,1388,"My mom died 10 years ago. October 1st, 2012. And I didn't even remember the anniversary. 

I was really young when she died of breast cancer. My step mom has been in my life for longer than my bio mom was. I call my step mom mom. When people ask about my parents, she's mom. I only ever mention bio mom when I need to. 

It doesn't feel like she was even real. I was so young. I've basically forgotten her. People tell me all these things about her, and it feels like I'm hearing about a stranger. I just smile and nod because what else can i do? 

People always tell me they're sorry for my loss, but I feel like they shouldn't be. It doesnt feel like my loss. It almost feels like I'm in a video game and her death took place before the events of the game. 

I know it happened, but I barely remember anything. Does that make me a bad child? She gave so much for me, wanted to be with me until the very end, and I can barely remember any of it. 

I feel like a terrible person for forgetting the anniversary, for forgetting her.",3,3
184,139,"I was on my way back from a trip with my mother, brother, and partner and our return flight got canceled for unknown reasons. We got up at 5 am and went to the airport anyway and found out that several flights for our airline had been canceled due to hail damage to the plane. The line to re-book at the airline counter was extremely long and workers suggested we re-book on our own. 

When I went online to check out alternate flights home, I saw that we could not fly out on the same airline till two days later. My mother and I do not have the greatest relationship so I was very eager to get home and away from her. I found the prospect of two more days with her very frustrating. I also needed to be back in town for work. I was extremely frustrated and anxious trying to decide what to do. 

My mother does not know how to book flights or use travel sites so I re-booked us on a much more expensive flight from another airline. I felt extremely stressed about the cost but I knew I needed to get back ASAP. The flight I booked ended up being $515 a person, compared to the original $100 a person. I put all of the tickets on my credit card because I know my mom has bad credit and also would have to carry over a balance for a few months to pay it off. 

I really hated having all of that on my card and feared I would never be reimbursed. The flight I booked also required us to wait in the airport for 7 hours. I have a pretty intense fear of flying, so the anticipation was also distressing. Overall it was a very distressing experience and it made me not want to travel for a while.",3,3
185,1393,"I went out to dinner today with my mum, my brother and his wife. My mum mentioned how grandma nearly died yesterday. Grandma lives in China and she has dementia. She was missing yesterday night and they found her wedged between a harbour and a ship. All wet, cold and injured. My mum was clearly upset but was staying strong. She said how grandma is growing old and that she doesnt remember things anymore. 

At this moment, my brother was like she repeated it 4 times already. I was annoyed when he said that because of his lack of empathy. Afterwards, when my mum is finally done talking about grandma, my brother said to me and his wife in English. They should just euthanise grandma since she's so old and that she doesn't even remember who she is. I was really annoyed when he said that because of the timing. This event is still so raw. My mum is upset and I'm upset about it. 

Anyways, afterwards, my mum then asked me what happened (she doesn't understand English). I told her oh my brother said to euthanise grandma. My mum got angry at my brother. My brother then started telling me off for telling my mother about. I then argued with my brother about how he's saying this stuff to get a reaction and to have your opinion rather than actually caring about mum. 

My brother has always been like that. If we watch a documentary of kids starving, he'll say something like ""Well, I don't care about them because it's not me"". If we were watching something about how animals are getting killed for their skin, he'll say stuff like ""mass extinction happens all the time!"". Like he say these stuff to be witty. Anyways, he then started arguing with my mum about how he's right, saying stuff like you're stupid and stuff. My mum said grandma still wants to live. They're still arguing. 

What I'm mad about is the fact that my brother clearly wants to be right rather than actually caring about his family like he claims he is.",3,3
186,1398,"I love someone who doesn't love me. We are both in high school, but different ones. We met in 8th grade, and at first I just thought she was a shy but nice girl, but I got to know her and we became best friends. We helped each other through tough times and I started to love her. We were very close and I thought she might like me too. 

I told her at the end of the year online because I was too scared to say it to her face. She said she just loved me as her best friend, nothing more. And since then a combination of that and moving to different high schools and we have stopped talking much. 

I love her so much and have never felt like this for anyone. But she's such a good person who doesn't know it, and is so beautiful on the inside. I want to be with her for the rest of my life but she doesn't want me. 

I don't know what to do. I love her so much, I want to be with her and hold hands and just coexist with her, but we never talk, we go months without speaking and when we talk it's just chatter, not like the actual convos we used to have. 

I can tell I messed it up by telling her, and now what we had is ruined.",3,3
187,1399,"I had a childhood that pretty badly messed up a lot of things. Then as an adult my first serious relationship was abusive, my second was chaotic and my third I ended out of a misplaced self preservation instinct during the worst time of my life. 

Then just as I was circling the drain I met someone. They reignited my drive to do the things I love and make the best of myself. To put it simply they made me want to be alive again. Every day became exciting, not the same slog I'd been trying to push through for so long, but just complete wonder. I kept waiting for the other shoe to drop but it just built and got better and better. A few moments with them stand out as the happiest of my life. 

But eventually things fell apart in stages, ending with me seeing a side of them I never knew was there. Something that touched on some very difficult things in my past and made me feel like everything had been a lie. Some very cruel things were said using vulnerabilities I had opened up to them about over years that no one else knew. 

Now as I've been trying to move on from that I've come up on another issue. I just can't seem to date anymore. It was before Covid that I met them so for a while I brushed this off as just being out of practice but I realised that wasn't the problem. I have no problem getting dates, my problem is I just can't summon the interest in anyone I meet in a dating context. People I meet randomly who I've had a flicker of interest in all end up being taken and I end up feeling relieved more than disappointed. 

I can't even have casual encounters because I just keep thinking about that person and I can never go through with it even when I've got people over specifically for that. I feel trapped and so very lonely. Despite everything I still find it impossible to imagine being with anyone who isn't them. 

Even though I really want a relationship, I want to love and be loved but I don't know how to do that anymore. I'm exhausted.",3,3
188,14,"In the last three to six months, an event that was striking for me was taking my son to an amusement park for the first time. We went to King's Island. My son is five, but large for his age (big enough to go on every ride in the ""Kiddie"" part of the park), but he has a developmental disorder, with issues predominantly centered around attention and language. This has given him some social delays as well - and so often in exciting places (like an amusement park) it can be tough to maintain his attention on something that I want him focused on. 

 

Also, there are times when he doesn't have the language to communicate his needs or express what he's thinking about. Despite this, he's adventurous and likes to try new things, so going to an amusement park is sort of ""up his alley"" but also a type of situation that can give me anxiety due to the language and attention challenges. 

 

This trip was amazing. My son was completely excited and had the time of his life. We had worked on the word ""brave"" and he continued to use this term to describe himself at the park. He'd go up to one of the kiddie rides and express that he was going to be brave and then I'd watch him just rise to the moment. 

 

I'll be honest, I'm getting emotional just remembering the look on his face when he was utterly terrified of a ride, wanted to be on it, and didn't want me to ride it with him. He told me he was going to be ""Brave"" and the determination and maturity as he faced his fear, and handled it was amazing. 

 

And beyond that, the pride he had when he got off that little ride fills my heart. There were some language difficulties, when I was asking him about some of the adult rides, ""What do you think of that one? That looks big! That looks scary."" He clearly misunderstood my intentions and got into a panic, becoming really scared and shouting ""I don't want to ride it!"" He calmed down when my wife explained that she wasn't going to make him get on the big rides. 

 

Although, honestly, he gave me a skeptical look as if to say, ""You won't Mom, but I dunno about Dad...."" He was amazing, and it was a fantastic experience this summer. It helped us see how far he had come in his development and with his language use.",3,3
189,140,"I recently received my token for being two years clean and sober at my local Alcoholics Anonymous meeting, as well as my Narcotics Anonymous meeting. It was a very calm and peaceful morning filled with a lot of excitement and pride. I walked into the meeting feeling a little nervous, but once the leader of the meeting began to speak, my nerves settled and I felt more comfortable and accomplished. 

The leader made a brief statement about how far I had come in my recovery / journey, how proud she was of me, and how I had touched and affected her life. Once she finished making her speech, she introduced me, as well as presented me with my two year token and a very beautiful cake. 

Afterwards, my sponsor surprised me by making an appearance. Initially, she had told me that she would be unable to attend, which made me very disappointed because she was and is such an important part of my sobriety and recovery. My sponsor came to the front of the room and made a speech about me and my recovery, which made me cry because it was very emotional. 

After this, everyone in the room had cake and many of them came up to me individually to congratulate me and praise my success in recovery. Many of the participants of the meeting brought me little gifts and keepsakes, which made me feel very special. One of the gifts I received was a little box that had my sobriety / clean date engraved on it, as well as a very special quote that I find inspiration in. ""For where your treasure is there your heart will be also"". 

My sponsor gave me a journal that had an inscription inside the front cover from her along with my sobriety / clean date. This was a very memorable event because I have worked very hard to overcome a great deal of vices in my life, including addiction and the underlying conditions and issues that have had an impact on my addiction. 

To be able to stand up in front of a room filled with my peers and honestly say that I have been clean and sober for two years was such a memorable and special experience and event.",3,3
190,1400,"I used to hate my dad with a certain passion that now I can only describe as ignorantly hating someone. But now I love him more than I thought I ever would. The only thing I have to thank for this is football and sports as a whole. 

I'm 18 and for the years between 2015 and 2019 I hated my dad. I didn't want to hear his voice or even see him. But when I got into high school and played for my school's football team and he showed up to my first game because my older sister told him I was playing I started feeling happier than I thought I'd ever be and felt ashamed for the first time in my life. 

But it wasn't just the first game. It was one after the other. He missed the ones that were like an hour drive from our town but he was there for almost every one of them. I'll never forget the look in his eyes when he hugged me tighter than I'd ever felt him hug me and heard that deep bellow in his voice that I once thought annoying. 

I heard the words, ""Son, I'll never not be proud of you"" after we had lost our game ending season. But he didn't care that we lost. He cared that I had worked. I never felt very confident during that first year but just hearing him tell me that made me happier than I'd ever been. It gave me this sense of pride that I'd never felt. 

My dad changed my life by being there. He changed my life by making me realize that his past doesn't define who he is now. He made me change more than I thought I could.",3,3
191,1405,"I'm transgender, and a failed artist. I've never been abused but I didn't come from a happy home. For the longest time in my life, I was deeply unhappy. I was in a loop, I couldn't get a surgery to fix something that made my body repulsive to me because the doctors thought I was too depressed to endure it, and I was depressed because I was repulsed. I'd given up ever finding true love or a job I could endure. I had accepted nobody would want someone like me, either to love them or work for them. The things I could offer were simply not enough. 

Today I woke up, bandages on my chest, with hands working well enough to draw. Surgery I had been fighting for for 15 years, and I finally had it, I'm free! As soon as I got my phone back, I sent the message to my boyfriend, the sweetest love of my life who is my sun and moonlight and my northern star, that everything went so great, I don't feel at all as bad as I was told that this would feel. 

And I could draw, as I got my sketchbook back. I drew a little comic to let my online followers know that it was great, I can draw! I drew a comic about my relationship with my partner, that is how much I adore him, and people like them, they can relate with their own boyfriends, girlfriends and love of their life. 

Once I can get to my locker to get headphones, I'm going to relax for the rest of the evening, watching videos of gold leaf application and other art piece restoration, art which I love and only recently realised I could study as a career! 

I just startled the nurse who was about to bring me a cup of coffee, and I had to reassure her I'm just crying tears of joy.",3,3
192,141,"This week, my son started first grade. He is the youngest of all of my children and the only boy. He was in kindergarten last year, and that was hard for me as well, as I had to come to terms with the fact that he was growing up and wasn't my little baby anymore. However, it was only kindergarten so he still felt like a ""baby"" to me. 

This year however, he is noticeably older and more grown up. As he walked down the street towards the bus on his first day of first grade, he looked like a ""big kid"" instead of my little baby. It made me both happy and sad. As he is becoming such a wonderful young man, yet at the same time my little baby no longer is little (This is also evident as his clothes from last year are too small. Last year they were too big). 

Most surprisingly, he wasn't scared or nervous this year. At the start of kindergarten last year, he cried and begged me to stay home. I really wanted to keep him home as well! This year, he didn't cry for me or try to run back home for another hug. I was glad he was feeling more independent, but part of me wished he needed me more. 

My little man is growing up so fast. I wish I could turn back the time and keep him my baby forever. Although I cannot, he will still always be ""mama's baby"".",3,3
193,1411,"This morning, I found out I am going to my first public school, which is within a biking distance from my house. After finding this out, I discover that tomorrow, I must awaken in the morning 1 hour earlier than usual as to prepare for my day because I am getting contacts tomorrow, and my glasses come in next week. I will finally be able to see! 

After that whole thing, I felt amazing and decided to get stuff done, and I believe I was quite productive. After that, I rode my bicycle and got to pet 10 dogs They were all very happy to sniff me and lick me, and I was very happy to scratch behind their ears and give them my complete attention. 

After petting the 6th fur angel, I found a really cool looking tree that looked like an umbrella, but completely natural, dome shape and all. I sat under said tree and became very happy. 

On my way home, I did not have issues riding up the extremely steep hill which I normally ride down, and made it home, where I cooked some rice, did more school work, and was snuggled by my dog. 

All in all, I hope tomorrow is just as great, because I am now in a positive mood and do not ever want the happiness to end!",3,3
194,1412,"Outside of a job/income, I've got everything I could want. A little apartment with the love of my life with flowers on the windowsill, and plans to tidy up and furnish the place. None of the things that I dreaded from my old homes have followed me here. Everything's pleasant and peaceful, I can trust that the person I want to make happy in life also wants me to be happy, we do things together to make ourselves a nice home. 

There's no bitterness or spite or taking bad moods out to anyone, he's just as interested as I am about making a nice home we'll both enjoy. It's become a habit for both of us to just go express affection as a sign of being in a good mood, for something completely unrelated. The apartment is small so I can stop to kiss him on my way to the fridge and back, we can kiss while hanging up laundry, and hold hands while running boring errands and getting groceries. I can make him laugh. 

Today he laid down on the bed for a while to get a break from sitting while gaming. So I went to kiss him, and as I got up, I took off his left sock and took it with me. He was so baffled that I'd do something like that for literally no reason that he started laughing, and his laughter is sunshine. 

Today we're taking my old, broken table to recycling, it was replaced by the nice, prettier, sturdy table his parents bought for us. The apartment we share together is still a chaotic mess, but it is the mess that I want to be in. Life is nice.",3,3
195,142,"My youngest son was to enter PS3 this year. It was both exciting and terrifying as I knew he is my last child and I had a mix of feelings. I wanted it to be wonderful, yet it was hard to let him go and know that he was moving on and progressing in life to an older more mature age for a young child. I knew he would be in PS3 all day long and wanted it to be something he loved and looked forward to. He is very affectionate and calm and I had a positive attitude overall about everything. 

I was a bit worried as he had not been fully potty trained for poop yet and that was a requirement. He also loves his blankie and I wondered if that would be an issue. So he started this week, yesterday actually. All went well and I am very relieved. 

Two days ago we had a day of adaptation where parents went in with their child to get to know the feel of the classroom and what a day at school would be like. He did well yesterday and enjoyed time with new friends and came home happy. He was very hungry after a long day, and tired. So he went to bed early than normal, which is good as that was another expectation I had. 

He was a bit fussy this morning, as he has to get up earlier than normal, but did well overall. He was happy when I left him in the classroom. I am so relieved and thankful that this has been a relatively easy transition and hope it stays that way.",2,2
196,1423,"I am in a long distance relationship but I am separated from my significant other by a few hours. I am a nurse at a great hospital but quite frankly, my management sucks and my doctors act like Karens. I have woken up dreading going to work for so long that it's my normal. These people have sucked the joy out of what I so passionately love to do. 

I did try to wait it out to see if things would get better over time, but with no success. We've been together for less than a year but have talked about closing the gap. I've met his family and friends and vice versa. Nothing but good things from both sides. 

This guy I am sure with every cell in my body that we're destined to be together. I'm gonna husband that man someday. I would be the moving party between the both of us and I'm absolutely okay with that. 

I had updated my resume and sent some applications out last week, not expecting to hear anything from anyone until this week. I have an interview set for Friday morning and if all goes well, I will accept a position in my significant other's town doing what I love to do! 

And that means we can finally start our lives together. And that gives me so much hope for the future.",3,3
197,1425,"I grew up playing an all-girls' sport. I never was really friends with the other girls because they were always talking about boys and makeup and drama while I was always more focused on my grades, college, or reading.I didn't dislike any of them, just always felt out of the loop and disconnected. I was homeschooled so my only interaction with other people my age was these eight or so girls who hung out all the time and never invited me. They weren't always trying to be mean but they were always closer with each other because they shared common interests. 

I would try to not let it get to me, but it always hurt that everyone seemed to always have someone to talk to and I had nobody. My mom always told me I would find my group eventually and it would just make the friendship that much more valuable. 

Well, I finally found my group. It's a strange friend group but I feel connected. And on top of that, I actually have a best friend! I started a new sport last year and found I had a lot more in common with my training partners. Granted, most of them are a good ten to twenty years older than I am but we're all really close and talk a lot. 

I also have someone to call my best friend! I never would have imagined someone like her actually being friends with me. She likes dressing up and going out, is extroverted, optimistic, a go with the flow kind of person, and isn't super competitive. I, on the other hand, hate shopping/dressing up, view myself as a nerd, am a little more negative, feel the need to plan everything down to the minute, and am super competitive to the point where I spend all my free time training. She also is a very touchy-feely person, whereas I am not so much. 

Recently, we became very close to the point where she will sometimes refuse to go places with the rest of the friend group if I'm not able to go because she feels closer to me than the others. The other day, she mentioned that she got me something small for my birthday and I am so happy. She actually remembered my birthday after I only mentioned it once and, as if just remembering it weren't enough, felt the need to get me something. 

I cannot believe how lucky I am to have found someone who values me as a person and the friendship doesn't feel one sided!",3,3
198,1429,"I always have felt behind in my life compared to my friends and other people I know. I'm 17 and I can't drive, I've never had a boyfriend, and I don't know what my plans are for the future. I felt so bad, like I was lesser than. 

But this summer I got a job, and since there was no school, and it was under the table. I worked six days a week, like 60 hours a week. I was just going through the motions. 

And here I am today, checking my bank account for the first time, and I have a balance of $7, 636.41. I can't believe I earned that! It feels SO good! None of my friends have jobs, and they always have to ask their parents for money, but here I am with this hefty loft! 

And then also today, I finally got confirmation that I just got another job. Today is going so well! I feel like I'm really able to conquer the world and save money, and that when I move out next year, I'll know what to do. I can finally afford driving school, and I may not have any big plans, but now I'm going to get my CNA training with the Red Cross, because a woman I know offered me a job to be her in-house CNA if I get training. 

And after I get experience there I can try for this healthcare agency, and I'll be able to make a higher wage traveling between locations, and I can pick what days I work and what shifts or if I even want to work at all that week. 

Things are finally starting to piece together. Everything feels so clear, and right. Like I have a path to go down now, and I'm doing it ALL BY MYSELF! Nobody handed anything to me, nobody helped me with this. I DID THIS!! 

I just feel so proud and hopefully I can start saving for a car or I'll have to figure out how loans work.",3,3
