,STORY_ID,PROLIFIC_PID,Empathy_Reasons
1428,1011,5fe07c926a3657997102d55f,
1429,699,5cd47eac121337001afb9e96,"3,4,5,8,9,12"
1430,,5f479b66ccae1c18c6c17105,12
1431,1461,62861bcc5f0edf6340c914df,3
1432,,645e967fad9bc8bdc1a16ac0,"10,11,13"
1433,,65c242831388550b0a42bd25,"3,5,11"
1434,980,6099622d3a4d962d9657ef39,"2,3,4,5,6,7,11,13"
1435,,6446802597f9af76a470e30f,1
1436,,65a7e34961fd2e2798ac3d26,13
1437,906,601ee216235cb139ff0a631f,"1,2,3,4,5,6,7,8,9,10,11,12,13"
1438,1237,561021e87ffc8a0005811358,"4,10,12"
1439,1412,59bd955a3a9ab60001119b22,"3,6,9,10,12"
1440,,612399c71548ff3b47e406e8,"3,4,10,12"
1441,372,5eb07d618f410a1229c83fa1,"9,12"
1442,1596,5f959198afcad03e98ee113f,"2,3,4"
1443,1514,5e28456cb66c4d016fd05e57,"3,5,9,10,12"
1444,,59e32f80d838ae000185083c,"3,4,8,9,10,13"
1445,497,65de12a7fcbc6ef9331bcc98,"2,13"
1446,,5fa73d44bd817348afe7eb08,"4,7,12"
1447,,636a354233b567a40c34ef2f,"8,12"
1448,401,6323548b436fb6bb2948c920,"3,7,9,10,12,13"
1449,,57f3f1d73c11ac0001ce6da3,"3,4,8,12"
1450,,63d14977a22dee1760f8770d,"4,5,6,7,12"
1451,,5d301a7c9f79cb001cdcbc91,"4,9"
1452,,655371cac562a3701896f9fc,"2,4,10,11"
1453,,60ede71b5261321901a2a31c,"9,11,12"
1454,,5e73ed268c8f27364de746c5,"7,9,10"
1455,,5bb775b0f1f9ba000140e7b3,"6,11,12,13"
1456,,610f156e6662151b5e591406,"6,7,12"
1457,,609978fde585cd14ae6a03a2,"5,9"
1458,,63f790ec98eebe9027eeb2ed,"3,8,9,12"
1459,711,5ea14bf64f71e2000acbc618,"3,6,9,12"
1460,,594533fd2a05040001c91593,"7,8,9,10,12"
1461,,5ea07f2c55a2bd050fd8f70b,"3,5,8,9,10,12"
1462,,5b17642244127b00013f7f65,"3,11"
1463,957,58bfee7de5869400018f5e9e,"3,4,6,12"
1464,,5ac4a4f8e1546900019bf89c,4
1465,,5a1323835d06850001b00673,"6,8,9,12"
1466,,62c9e5f7ad5a36ab331103bb,"1,2,4,8,9"
1467,,5ea0304b6d57b8000c9b742c,"8,12"
1468,,5ee64d0bf796cb3b252a8c99,"1,3,4,8,9"
1469,,5f27f6a0e13d4e05d048335f,"3,8,13"
1470,147,61756116f3525bd231e96e14,12
1471,,63ced2f25eb7beb158c802d5,"3,5,6"
1472,,5bd01d2d5d8a5700014e42a3,"2,5,11"
1473,1186,64175c4b35e2efa75054afa2,"3,7,8"
1474,,64480f31061b43c4562401ce,"5,9"
1475,,5a0a057c80acd80001047392,"2,3,4,6,8,11"
1476,412,648978eef0a4e73b67c9c153,"4,7,9,10,12"
1477,,6613014076d57749fff6f14e,"8,12"
1478,331,644024b5ad69ecb3872c8680,"5,11"
1479,1290,63d05806e94c60eb89e4d3f5,"2,3,4,5,6,8,9,10,12"
1480,,61362316891827226628509d,"2,7,13"
1481,,5ef7783026861249d8eb58ef,"4,5,9,11,12"
1482,,63f7870b7fabda95fb6586d0,1
1483,,655d37d1257abb800e998c96,"5,7,12"
1484,,62a727c0b6efe57fb90a5b86,8
1485,232,5e789bba38593241a00fec57,12
1486,,5cc1ef6c0e3aaf001690cecc,"8,12"
1487,776,5cd4954662092000171ef666,2
1488,,651ac208f45cf1745c586ffc,"3,4,5,8"
1489,,5cd9cdd636e33f00194cb6d6,"6,9,10,12"
1490,821,5a549f948e6259000175983a,"2,3,12"
1491,,62eac867210f0e2e8d322d44,"2,8,11,12,13"
1492,,63f8762e8d31b94e82923364,"6,13"
1493,1297,62fbe4c86d484357b6adbc36,"6,10,12"
1494,,58bd73414cdfd90001778323,"8,12"
1495,,60c0f01e3715203412d873d8,"3,8,9,10"
1496,,5c72f9bf8711bf000139c5ee,"9,10,12"
1497,,66034e22ac7e8e85b2d3ad0b,
1498,681,6104328c4f2f60696ba07ef7,"4,9,13"
1499,,614d5b8c56459698156b2358,"1,8,9"
1500,,60ef2be78a6176ef73fe4bc2,10
1501,774,56f1aced99423f000c9d8897,"2,5,7,11"
1502,852,5b2509947f7816000145fa13,"2,3,4,5,6,7,9,13"
1503,1787,6447abfaa21034a5eff20042,"3,6,7,9"
1504,1643,611be5e583ed1955429fb4bb,2
1505,280,601b137a1e2f3c47fb566272,"3,4,6,7,9,10,12"
1506,756,645d03acd1302079adbc39f9,"4,5,6,9"
1507,674,615f097035d3a6a38238039b,"2,6,8,9,12,13"
1508,,5b5504e902660200017948c3,"3,8,10"
1509,681,660d5c2e7246f533059561e0,"5,7,9,12,13"
1510,672,5c2e74018a20f50001ea0e49,"2,3,4,6,7,8,9,10,11,12,13"
1511,233,5da8a58d9e1fb40013d40583,"3,7,9,10"
1512,470,5e1781093582cc082a68723c,"5,7,9,12"
1513,687,5fb9becbb981f78f5c3ea5ed,"7,8"
1514,1178,6346f314592ee4d8c3d84e57,"4,7,9"
1515,,63337737be6252ad76e5f983,"3,4,6,7,8,9,10,11"
1516,657,6372639e99b4b50efc9eb4a6,"6,9"
1517,353,646e6d108de503afd5cf4ee0,"2,10,11,12"
1518,888,604a4755d62e5590404b5426,"2,7,8,9,10,12,13"
1519,890,634688e5fa2b2ff0a83c7a17,"1,2,4,8,12"
1520,551,65cf8daaaf679c7816f3a1b4,"3,9,12"
1521,307,5eb7094fbb8ed70b61398cff,9
1522,,60e70d10ba965ba710c139fa,"4,6,7,10,12"
1523,1986,63d13edbfc31f4ecf0122017,
1524,322,5ceeda302088040001bb02dd,"8,12"
1525,1514,5bb5fbd90b5da70001c7c24a,"2,8,9,12"
1526,534,637f7c9a658dbd7bcdd9e1ad,"3,10,11,12"
1527,1858,5c8b8b61004a4a00147012f4,"4,7,9,12"
1528,401,5a4698b97a3e3a0001dd564e,"2,6,9"
1529,958,5c4338d8a04c050001a0a876,12
1530,1243,597b0c6ed573480001404b95,4
1531,1303,6531312fd57d084e7803df3b,"8,9,10,12,13"
1532,1299,5c9164d10791df0001366ab9,"3,8,9,11,12,13"
1533,417,5b898547990403000114de1d,"6,8,9"
1534,348,62b4370c9a89e5a09c4447de,"3,6,9"
1535,1457,5c63d689263b1b0001c66968,"3,4,6,12"
1536,1869,60bbacbdbc9006c3e6fc64ac,
1537,1367,5f2b06ad4a88e14a1ac7fc97,"3,13"
1538,1289,63d161c9e0cf5f1b1f7bce5b,"7,9,10,11,12,13"
1539,,660d1556a5ffe5279149aaef,"7,8,10,11,12,13"
1540,,5d41d708128a05000183c461,"7,8,10,12"
1541,306,5d384c97285d1400199a2886,"7,13"
1542,1313,6361569d32bb406b8cf7de18,12
1543,1467,6329c13285c93cafdf51ed77,"1,8,9,10"
1544,1790,614fa2d8176b0317b451cd0f,"9,10"
1545,411,59e3af7aae9f950001d83ff8,"6,7,8,12"
1546,621,60211a7c07e6f203ccb99231,"6,7,11"
1547,307,5de58f7433a3aa000b024461,"10,12"
1548,669,60723c224e9193e5d5fe5712,"4,10,13"
1549,660,6365805113952480bdeed7b7,7
1550,355,586fbaa37e187d0001cb36d5,"4,6,7,8,9,10,11,12"
1551,,615f09d51152027754156b2b,"6,7,8,10"
1552,,5e922781962a2205f6f22c59,"5,8,10"
1553,278,5e2c8f69cad44b2bc5ce9a34,"3,6,8,9,10,13"
1554,345,655faeaa22964920719a77b3,"1,3,4,5,7,10,12,13"
1555,929,5a8a8de6000dab00018cc170,"4,9"
1556,653,5755c957eb80c4000741a9ce,"4,8"
1557,1310,57681fca8e454c000133a203,"5,9,10,12"
1558,1750,5aba456ce1099600016a0f16,
1559,1851,5ebc6d34046b2a0bc9f2b3b8,
1560,629,5dee11c6d35cc34acae7c301,"2,9,10,11"
1561,318,5bf6e8ce048ea600016200a2,"7,10,11"
1562,1977,5d56e5a6ed4dff00155112ea,"3,11"
1563,1586,5ac289f6e1546900019be3e4,"2,4,8,9,13"
1564,426,63f6921f294f32b36bb1179e,"1,2,3,4,9,10,11,12,13"
1565,1591,5eba357c3d72c116be317542,"3,4,9,10,12"
1566,138,65a92f2fabad040d78e41104,"1,3,4,8,10,11"
1567,336,56fbbcd14aaa50000da05e80,"1,3,8,13"
1568,133,5e7b7f4a7c4587185940a4ea,"6,8"
1569,335,65c9224319f6d950e17cabfc,"2,3,4,9,12"
1570,352,5d02c0e382e4f00001aa20cd,4
1571,1736,60f450dfe44985305f89c8e2,"1,2,3,7,9,11,12,13"
1572,699,632c673f8b99c86ac2fba537,"3,9,13"
1573,1501,63d0105d00d35a6bde8a3401,"1,8,9"
1574,1245,5b5ecd4b7757ed000198d434,"3,6,7,8,9,12"
1575,1535,60fd1ff6c3a0346b66d878ee,"1,2,3,4,5,6,8,9,10,12,13"
1576,1423,5c6d31b04e6ad40001f0b5c2,"6,7,10"
1577,1140,5d1c9d39ff67e3000140ca87,"1,4,6,10,11"
1578,1822,5a8dbced1904200001564992,"2,7"
1579,427,5ef3bdbee9ae7a16241451c1,10
1580,330,592a8ee1dd1a250001b4ee72,12
1581,230,5d41925ef7b99500012b960e,"3,4,6,12"
1582,154,65464fec47eeb23dde2b5c56,10
1583,1400,5738b41e67421f000e18464c,4
1584,984,652aa0d1c57d96ada25cea78,10
1585,1438,599e858389de5b00011193c5,"2,6,7,8,9,10,11,12,13"
1586,1563,5d432a9dfc19f8001a2964e7,
1587,1320,595398234d56070001645fd9,"2,3,6,7,9,12"
1588,1399,597f786b2c08900001963acc,"1,3,6,7,8,9,10"
1589,1191,56c6f9efb0b7a1000c5d12d7,"2,3,4,7,9,10,12"
1590,363,576fc3462984e70001a97fc3,"3,4,8,10,12,13"
1591,462,5f58ad1de350f30278169535,"4,10,12"
1592,1370,661147ea6798643388814195,"3,4,6,10,13"
1593,1708,61671a9d42eb53946faa44c2,"6,7,9,10"
1594,1604,60b3daed9cafd5926a44f4d6,"3,9"
1595,332,60ef556c18ea57549dd70887,"7,9,10,12"
1596,1134,5e9375259c9687000b26ec11,12
1597,1297,6400e710846ec9e2eedb0893,7
1598,376,604541676af7216614098dde,"3,4,9,10,11,12"
1599,1431,60855f538b53f54054804748,"2,3,7,12"
1600,456,5ed52e37266235094a3abcf4,"3,6,7,8,12"
1601,883,63db79878f04250ca75fbcbb,"8,9,10,11"
1602,204,631625a868c124694850420c,"3,9,12"
1603,1279,6546549b0511efc35646724f,"1,2,3,4,5,7,8,9,11,12"
1604,1461,5d543730eda30f0001bb779a,"2,3,4,5,6,7,10"
1605,465,5badf72e733441000102a34d,3
1606,1910,66140f0a90eccc2322b53ac0,"2,4,9"
1607,1971,65e5d439de1a27ed1b7a6a9c,"3,4,5,7,8,11"
1608,1282,5827634ea80bf4000199994b,"12,13"
1609,1715,581ccd016c73180001fa5b2a,"3,9,10,13"
1610,1823,65577b529ee538baa6f0093a,"1,4,7"
1611,428,5ad4fece20bce50001271663,"10,12"
1612,674,65c247a8e76e1786498e63e6,"7,8,9"
1613,1343,630382e1437566a48f78a56f,"3,5,7,8,12"
1614,1021,5fe33a4cbf9ae4f929bad4b4,"4,9,10"
1615,927,656e02962907eb6f11faa71f,"2,4,12"
1616,1805,6053ee67dcdbf0515308119d,"2,3,13"
1617,925,62e3f7b224ec70641fd86b7b,"2,4,9,10,12"
1618,647,6405ea70e659d84377d7cdb1,"3,4,6,12"
1619,461,5c6c08c5d9c1580001ce9aab,"3,8,9,10,11,12"
1620,1252,62ac71cec3309a48781684eb,"1,2,3,4,6,9,10,11,12"
1621,1872,5bb7a2f927fb5000013cb0e6,"2,4,8,9,13"
1622,718,5ed9ee3afd7ffe59917d3dfa,"4,8,9"
1623,2015,611bac33b05155b4845a6f41,"3,9,12"
1624,,661152c919817b3c53549c0b,"6,11"
1625,2001,61bb376b40db417c1a138a52,"4,6,7,8,9,10,12"
1626,686,614ca36aabe4c1aaec9cd915,"4,8,9"
1627,648,5a9fa90f873cda00010d29d8,"2,3,5,6,9,12"
1628,12,60d62b5651b24897058ec1b2,"3,6,8,9,11,12,13"
1629,821,65ca26d0d65ef3e220512d2a,"1,2,4,6,9,10,11,12"
1630,,5d595e7b6c04b2001a1edb29,"3,4,9,10,12,13"
1631,2016,5aad68f74ea21d000101c20c,"2,12"
1632,1200,5a5f945176d1c60001ab7e30,"1,9"
1633,852,61572aeab6ac8a5fe94b43b4,"3,12"
1634,1238,5b2426bb8b566f0001ba4610,"1,4,10"
1635,1545,56ab7f7a69b247000c5ca299,7
1636,1451,596ba5ec6956b40001c59bf4,9
1637,1945,6612f3fc9d728e3e8b1eabe7,"8,10,11,13"
1638,203,5be9b18df5c1060001085048,"3,4,9"
1639,258,62c97799bd8ab72a531abde0,"1,3,4,5,6,7,8,9,10,12,13"
1640,375,63d13bbefe685427e3f96122,"2,3,7,8,10,13"
1641,1232,5f1f3c16c16ecb113825c502,"4,9,13"
1642,1968,5cd6c6fd987ddd00187b79fd,"3,4,9"
1643,1764,5ded72900fdb2743e983e028,"9,12"
1644,1596,63cedafa29d08471b828a96a,4
1645,657,5e10d9187f08ed7b5d86a277,"3,4,9"
1646,426,5841e1b3541de800013d49ce,2
1647,372,608c2a707ba0489c59acab7c,"4,9,13"
1648,282,613a64d180a2cd7fe5b68186,"1,2,3,4,11,12,13"
1649,,65651805d1afb42ba1a55476,"8,9,12"
1650,1240,544e94c4fdf99b50bd30726c,"3,8,9"
1651,1582,5ebac054d63dde03790ceef8,"6,7,9"
1652,275,5976052c435a750001158dac,"3,9,12,13"
1653,1535,616c7db93aa28349c533d92b,"4,9"
1654,248,5a3c0b842f91ec0001dc9bb4,"4,5,8,9,12"
1655,1398,5d684971f5868700184eab81,"6,9,13"
1656,1118,5ddac93016d10ca2991f7dbf,"4,9"
1657,635,5a1dcd14f2e3460001edcabf,"3,6,8,13"
1658,2,5bb0df0871e1b2000176bfc2,"4,7,9,10,11,12"
1659,1603,5db31089a1f8d3000c10a6c5,"3,7,8,13"
1660,1714,6542617070afd2731d6bd018,"2,10,12,13"
1661,1666,5d8cb1c93a7d5c00196eae92,11
1662,163,59df5d5a0fb3a90001bd932b,"9,10,11"
1663,459,60a3304ffb8cf482f8d11b6f,
1664,1968,5b100cb0a3553300017541c8,10
1665,939,615f338fdbb7744db42e0f7f,"2,4,10,11"
1666,331,6093e78e30fb90f291b261f9,"1,7,9,11,12"
1667,1451,5e4c511d056b9c0ad9b6fd24,"2,3,6,7,10,11,12,13"
1668,1709,5da486f989f3800015f5a4d3,"2,3,4,9,12"
1669,302,613b5421853605b5f9a5db78,"2,3,6,7,8,9,10,12"
1670,178,5972fb111fd7f5000151fba6,
1671,1359,5cbcadbe0b073500018c5f73,"5,6,7,9,12"
1672,375,5d53bdc9b18d590018dac171,"3,4,7,9,12"
1673,1754,5ba33d995196c600014853b6,"2,7,13"
1674,147,63f77dc98bfabd95812edc2c,"2,7,9,12"
1675,265,5ce15b0ea7b516001828c646,"2,3,8,12"
1676,129,62e95680b0415811dccf7147,"3,7,10"
1677,1956,571dfc5913b1b70009be337f,2
1678,1237,5a98e9c235237b000112846e,"2,7,8,12"
1679,656,63ed4ffc9e011d70035477c5,"7,8,9,10,12,13"
1680,160,6127b32b912465823dca1e4b,"6,13"
1681,858,5b1552789663ee0001463aff,
1682,1393,5cec2831539ced0017fbc5f4,12
1683,254,596e6e5cd7919800014b49b8,"2,9,11,12"
1684,289,5f48f497fae2763d537d2e6b,9
1685,214,5d1c9fdc9d66be0001649a6d,"4,8,12,13"
1686,878,5c1bfab51ba5780001a66a44,"3,12"
1687,1388,5ff5dff5e313fd0baa1331b1,"2,12"
1688,677,60fcce787915afced2880116,"1,2,4,5,6,7,9,11,12,13"
1689,1842,5ebd495e39fb6f017b95054a,3
1690,1412,6612abdff945272cc0ac57a0,"3,6,7,8,9,12"
1691,1316,5953acc10dd7710001aec19e,"2,4,5,6,10,11,13"
1692,343,5f0219dce0d2de3a5179d1aa,"2,3,4,9,12"
1693,1012,65e1e16d9f7eaa10f3454025,"2,3,4,7,9,11,12"
1694,1366,63df7cace40d9c9ddda134d8,"5,8,9,10,13"
1695,114,5d6ed96c3fe1ac001add3be8,"1,3,10"
1696,250,5c69a12bb1b0080001bfca6a,"6,7,8,12"
1697,1248,62a3b97d41ae082b602e815b,"4,6,7"
1698,1950,62aa26dd93252c8d69f7fc45,"2,3,7,8,10"
1699,686,5b25100be72c860001632802,"3,12,13"
1700,1597,616d5c54f2953f6447f27402,"9,12"
1701,1006,65ba6a143395d20859b4de80,"5,11"
1702,90,60ae47392195f5455ef262a9,4
1703,1114,64188df252b53720f71e2404,"3,4,7,9,11,12"
1704,460,5d59a879a0883e0015150bdf,"4,6,8"
1705,1553,631745d2901b65f01f0860b5,"2,10,12"
1706,1573,6613ee3deebcb3fe75574551,"1,10"
1707,90,59f88f6eb47dfc0001b661ef,"2,4,8,9,10,11"
1708,1280,65ddeda24a8ad72cc5a879b3,"3,4,8,9,11,13"
1709,1738,654a44f0addb5f41f1705b75,"3,5,9,10"
1710,126,63178a1fe6f0633e79a8aa26,"3,6,7,11,12"
1711,1018,611578fe8cbea39bf4928b6d,"1,2,7,8,10"
1712,901,65e08ec9bc7091341c78ded8,"2,4,5,7,9,10,11"
1713,326,62aa2682f51cfe120de80988,"9,10,11,12"
1714,350,62c1741ab93bab98ecfdb990,"8,10"
1715,1554,5eaafded3bb47c09107ec0e2,"7,8,9,12"
1716,1678,63d69682ae3c01757185cfa3,"3,7"
1717,1896,5f9438d53cc3b123a695b636,"7,9,12"
1718,544,60534c39d754d351333bdd7c,"2,10,11,12"
1719,1177,5e42c26bcea1861491e28258,7
1720,707,5ebe6f716af68007472aff9a,"4,6,9"
1721,1542,581f6c63930a280001062e8c,"4,6"
1722,688,5dcc836b6a24b5912d7c33f4,"1,2,3,9"
1723,1012,660df7e191cd165726f20b11,"2,3,7,9,11,12,13"
1724,1431,59d3ef2c078dbe000195117f,"3,7,10,11,12"
1725,621,6173c5b0aa4bc2370fd2c1f2,"4,5,9"
1726,488,613350134d70b5c6f356d045,"4,8"
1727,824,5ea0631f1b0f64012fefc637,"6,12"
1728,1003,5e64e1d3ffed3225090e814d,"8,10,12"
1729,1975,6294ce94ea81c4554b141010,"2,9,12"
1730,240,64218ad14987147a777c2b13,"4,5,13"
1731,1429,638e2eed82fa613f2140ba13,"1,2,4,9,13"
1732,890,57dc590ddcda780001a0e157,"4,9"
1733,917,63b2d04ed0f53f75de4ba38e,"7,13"
1734,398,6534cceb3847273f3c9b8239,"3,4,5,6,7,8,9,10,11,12,13"
1735,1006,5c60adbd4fde3d00014748bf,"1,9,10"
1736,435,59d4fb316cc82800013e32d3,"3,4,7,8,10,11,12,13"
1737,1278,62c7e2035db496124cf69b56,"4,6,13"
1738,1839,647cbfb3ecf2e79ea968eae0,"7,8,9"
1739,1356,644fdc8d0d748ff99020fcae,2
1740,276,606636c51440cbda6843b4e7,"3,4,9,10,12"
1741,1545,660c01b1db88da3aa41c31a7,"3,4,7,9"
1742,923,5ea04f7f43bc6507508c9aba,"2,3,4,6,7,8,9,10,12"
1743,766,63780dcb8171e255fe423b28,"3,5,8,9,12"
1744,1303,5c61e3f321fb620001409213,"1,4,9,10"
1745,491,574da26c7f1e770007f42d11,"12,13"
1746,1575,5e2872fffcdb020467d12799,"1,3,8,9"
1747,713,652fe805e19cd8c9d83c1456,"4,5,7,10"
1748,701,609d81679bcff493c7d143de,"3,13"
1749,202,59e7276d5de9b000017ed1c1,"3,4,6,7,12,13"
1750,1268,65ae7514ff6f8c18fef0a1e2,"2,4,9,12"
1751,393,5422b9f9fdf99b328baf8de6,"3,4,6,7,9,12"
1752,865,6444226e207029b1910e4652,"2,3,4,5,6,7,9,11,12,13"
1753,647,5e0ce898271305486010a645,"3,10,12"
1754,1370,60819ba1a8862e33495f8914,"3,4,9"
1755,19,64401708880c30ec28b9aef4,"3,6,8,9,12"
1756,0,5f10801832ec821c0cab6163,"4,7,8"
1757,411,643873bc9ae4a23c9062b52a,"3,8,9,10,11"
1758,417,63076cd447ae6e2366804685,"3,9,10"
1759,1313,5823c1b185e40e00012f2e68,"2,3,7,9,10,12"
1760,413,5b6c0505b98cef00016f78ba,"8,9,10,11,12"
1761,369,63468b4dc2726a47dac86511,"8,11,12,13"
1762,1381,5e6fbdb3292f7b57d7e0b3a7,"9,13"
1763,553,5f32fa63575cf50db8d2cc90,8
1764,2016,655f5f9f9b9a14c30057a8ac,"4,6,7,9,12"
1765,1981,65cb6bd59d023df9be06bf55,"5,9,10"
1766,2005,5c8cfc3772503f0001e9c965,"7,9,12"
1767,895,5bc151ece6491a00013a21f3,"9,12"
1768,55,5c0cb29e1b80df00017843d2,"3,6,7,9,12,13"
1769,1981,5f53e2f4bb2be4722c6944f1,"3,4,5,6,7,8,9,10,11,12,13"
1770,895,62a1dae643201bc12c299fa1,"3,7,10"
1771,561,5f58a11fc5c1dd016abcb72c,"6,7,9,10"
1772,1280,6483b216f5f21f0463109ac7,"2,3,4,6,7,8,10,12,13"
1773,1779,5dd2d8126ac608000a330132,"2,12"
1774,94,6078661a148492f9436d8bb0,"3,4,6,7,9"
1775,157,609182ac9d9b6b4e17c6bf33,1
1776,352,659575c081d62f8ced031b9e,7
1777,1671,6348341d10e40a7bbaf96ee1,
1778,1888,66099d3fa3579e4e79fa013c,"7,8,9"
1779,298,5a4574fb817d1800018d1635,"2,9"
1780,365,63468b1061ea9fad9573cee9,7
1781,324,6328ae7d5a25f6856525135b,"2,3,9,12"
1782,,5e8f8ebc09b58f28c329da6f,"7,9,10"
1783,1537,5b940169db07f50001479bf9,"4,9"
1784,1582,5d70dd0b28805f001aaf9a94,9
1785,900,581291fd072c230001933d38,"1,2,4,10,11"
1786,261,56f99190895094000b922acf,13
1787,1888,5d960c43fbfe0500171450c7,"7,10,11"
1788,332,65d6f6d66941bacdccd54a08,"1,3,5,6,9,10,11,13"
1789,884,60250e892b5c5727eeeef076,"3,4,9,11,12"
1790,163,5c3a93d61fe51600014cdb1c,"2,6,9,11"
1791,459,5e766b0ba02ca51dfa1de797,"1,2,3,4,6,7,8,11,13"
1792,133,6038699f5cdecc243c343024,"2,3,8,11,13"
1793,1642,582f8bbd4cadc80001b0fbd3,"8,9,13"
1794,322,5e7bc150e9efba1eeee1a9ca,"1,3,4,8,9,12,13"
1795,1542,634d7fd5face88069f7ff6ff,"4,7,8,9"
1796,1977,5d973ebf47985300199edb9b,"4,12,13"
1797,1276,660d3b72ac38f56aead74fc1,"7,9,10,12"
1798,246,65fb093795e5692e8c8639c9,"4,5,7,8,9,10,12"
1799,787,637f7d10665738cfea163256,"7,9,12"
1800,156,5d1beb9c9e033e0017a725dc,"10,11"
1801,191,5eb811d9d978b174c3a80141,"4,8,13"
1802,1600,5e258b8b3d2e1b7e12b4ebda,12
1803,688,59959d5060937e00018996f0,"3,7"
1804,621,660d96d07d38af114036538a,"3,4,5,9,13"
1805,974,64455cfdcc83f30266ad2345,"3,11"
1806,903,60c5165878a82f763c29536a,"1,2,3,4,5,6,7,8,9,10,11,12,13"
1807,,5e63f5da8a25da181c011cad,"1,3,6,8,10"
1808,370,638e6328cddabb50e84cc8e5,13
1809,1759,6582fdb9dfba3a2532cba7df,"4,6,9,13"
1810,1551,61059784fd4a489bfad21fcd,"4,7,9,10"
1811,1853,5aa856d0f6dfdd0001eb1823,"3,12,13"
1812,711,611901c95248dd8c06ab82f1,"3,4,5,8,9,12"
1813,1758,60867f15c6327e78242c627c,
1814,343,63eaae9ee1256094c6a221cc,"2,3,6,7,10,12,13"
1815,,5edbd2c61d9e420b6b420343,"3,6,8,9,10,12"
1816,352,5eee77689e63ac330681ffe9,"3,7,10,12,13"
1817,379,63d82e03cc22fd09e7629047,"4,9,12"
1818,1244,64121d1c93227a02258b417d,"4,6,8,9,12,13"
1819,148,63065abd3531d20d3257efdd,"3,4,6,10,12,13"
1820,1198,5c67e30581ea8900018ae0d0,"2,4,7,9,11,12"
1821,758,6553c8f857e8574864db9a92,"4,6,7,8"
1822,319,60e580ac2b617df6311e8462,"2,3,4,7,8,9,10,11,12"
1823,1854,63d00bc6a2291a59c4030d0a,"2,11"
1824,1806,5af573e7b4dfd600018fc0be,4
1825,706,5b11afecc85dc40001621432,5
1826,919,5eac3c1950fecd25d2d6d5ed,"8,9"
1827,1346,60e7fd849148d248341efe2b,"1,5,7,9,13"
1828,1292,5c38ce43bef9a20001e3e1ab,"3,4,6,7,8,9,10,11,12,13"
1829,335,6153ab159ff8abebb4a12c61,"2,4,8,10"
1830,715,5ec43186df6f2511e2b853cd,"1,4"
1831,467,63469936667ba15958274dc7,"2,3,4,8,9,12,13"
1832,261,599a9252bbe848000179676e,"4,10,11"
1833,1825,6560ae7968dae6508fe4d420,"2,9,10,13"
1834,128,5b293f523096610001b108e1,"3,8,9"
1835,441,5e282e43266894a3e79a6eaa,"2,3,4,6,9,12,13"
1836,698,64217d8202361ad4dbed3596,"2,4,10,13"
1837,669,644d5fb220ffdb914ba77191,"4,6,8"
1838,1295,5d01006f8a840b00195c2159,"4,7,10"
1839,1355,5cf58c09370a0800017d209d,"3,4,5,7,9,10,13"
1840,590,5b14898a30d562000155f1e9,"5,8,12,13"
1841,1805,62b2f74cf3794e252cc7d1a7,"2,4,7,9"
1842,817,629f2dccc6e91be06559e2f1,"1,4,7,12"
1843,344,60748e255c2a885bd682efbe,"2,4,9,12"
1844,261,6268f4810cd59e084565cfef,"10,11,12"
1845,340,6491c6946fad2fb7ad8665ad,"4,5,7,9,11"
1846,642,64da2884c87e2fb1a712b16a,"2,13"
1847,1789,63ea445c759d5bf0e3f63739,"1,3,4,5,6,7,8,10,12,13"
1848,1429,5f0f2cea74ad8a000bb071f7,"1,3,5,7,8,10,12"
1849,131,5992edfc3ae1c8000110610b,"7,10,11"
1850,1431,61274fd2b46c17c341ed7d71,"2,3,4,7,8,9,10,12,13"
1851,175,5e249f815e04db720e47d872,"3,4,5,6,8,9,10"
1852,160,652fd6db8f5f2657e3ce2f0e,"6,9"
1853,1941,5ed2a7d0fca236226c8ab527,"2,3,9"
1854,1101,5ac22f45436f550001ffbad2,"2,3,10,11,12,13"
1855,401,5a5a6ed7f6c517000195029e,"3,8,9"
1856,389,6384d67ad4b8f9be72f67ed9,"3,5,7,9,10,12"
1857,169,660fd6dbb6db38a13b6d0b12,12
1858,1036,6320dc0361efa1ec418ec430,"12,13"
1859,1429,63e257ebe0b2ccfa0fa2e99a,"4,9,11,12"
1860,1946,62e25115fb932baf4a93173f,"2,3,12"
1861,1975,5f8de19aaf4fc8163abd08f9,"2,4,12"
1862,800,66082366bf2c333472dfc339,"3,4,5,6,7,8,10,11,12,13"
1863,883,5c7d7d9da7e5ae000165bd28,"3,7,9,11,12"
1864,1239,5feb9a64d42dc5c4926ffe03,"5,6,9,12"
1865,445,629f377d240dffa6b5e4addf,"9,13"
1866,1471,65dcb1277d4c8c0b58de2db7,"2,8"
1867,1758,5c767168e8df4d00160c5022,"4,9"
1868,1551,57d5ab3a722df500017f3622,"5,10,11"
1869,302,65fc608b8bfb6126f203b9db,"2,9"
1870,356,54b2d430fdf99b0157256e35,"3,7,12,13"
1871,872,5d4c9a5f112f830016026939,"4,5,7,8,10,11,12"
1872,1246,5d08077f5826920017833401,"5,8,9,12,13"
1873,240,56ae8a14322d760006990e20,"3,4,5,7,9"
1874,1219,62b3491fc3790d748d09dc12,"2,3,9,10"
1875,450,5ba0df3c9c31af0001ff7795,"4,8,10"
1876,1738,62a8f3aeaf0846daa75fbc3d,"3,7,8,9,12"
1877,530,5c541e0c119b5c0001d24e1b,"9,13"
1878,445,651ac88823e71c05dbc1ff63,"2,3,4,8,9,10,12"
